"id","site","gender","age_months_t1","age_group_t1","age_months_t2","age_group_t2","cpa_1_t1","cpa_2_t1","cpa_3_rs_t1","cpa_4_t1","cpa_5_rs_t1","cpa_6_t1","cpa_7_t1","cpa_8_t1","cpa_9_t1","cpa_10_t1","cpa_11_rs_t1","cpa_12_t1","cpa_1_v2_t2","cpa_2_t2","cpa_3_rs_t2","cpa_4_t2","cpa_5_v2_t2","cpa_6_t2","cpa_7_t2","cpa_8_t2","cpa_9_t2","cpa_10_t2","cpa_11_rs_t2","cpa_12_t2","language"
"CA_pr1_218_5_b",1,0,69,"6",80,"7",4,3,3,3,3,2,3,3,4,3,3,1,3,2,3,2,3,2,2,3,3,2,3,1,"1"
"CA_pr1_219_5_b",1,0,66,"6",78,"7",3,3,2,4,4,2,3,3,3,3,3,3,3,4,2,3,2,2,3,4,4,2,3,3,"1"
"CA_pr1_224_4_g",1,1,53,"4",68,"6",3,2,1,3,2,4,3,3,3,2,3,1,2,2,3,3,3,3,3,4,3,2,2,1,"1"
"CA_pr1_225_3_g",1,1,43,"4",56,"5",4,2,2,3,2,2,4,3,4,2,3,3,3,3,2,3,2,1,3,3,3,2,2,2,"1"
"CA_pr1_226_5_g",1,1,65,"5",77,"6",2,4,3,4,2,2,2,4,2,2,3,2,4,4,2,4,2,2,3,4,3,4,3,2,"1"
"CA_pr1_227_5_b",1,0,65,"5",NA,NA,4,3,3,3,4,2,3,3,4,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"CA_pr1_228_6_b",1,0,79,"6",91,"7",3,2,2,2,4,2,3,3,4,NA,NA,NA,NA,1,3,2,3,2,2,4,3,3,3,NA,"1"
"CA_pr1_229_5_g",1,1,60,"5",73,"6",3,2,2,2,3,3,2,3,3,NA,3,NA,1,3,2,3,1,1,3,3,3,3,2,2,"1"
"CA_pr1_230_3_g",1,1,44,"4",58,"5",2,2,3,3,3,3,2,2,3,2,3,2,3,3,2,2,2,3,2,3,3,2,3,2,"1"
"CA_pr1_231_4_b",1,0,48,"4",60,"5",2,2,2,1,4,4,4,4,4,1,2,1,4,2,3,2,2,4,4,4,4,2,3,1,"1"
"CA_pr1_232_5_b",1,0,64,"5",76,"6",2,2,3,3,3,3,3,3,3,3,2,2,3,2,2,2,3,2,1,2,3,3,3,1,"1"
"CA_pr1_233_6_b",1,0,79,"6",93,"7",4,NA,2,NA,1,4,4,3,4,3,4,2,4,2,1,2,4,4,4,3,4,4,4,2,"1"
"CA_pr1_234_5_g",1,1,68,"6",79,"7",3,NA,4,1,4,3,2,1,1,3,NA,1,2,1,4,NA,3,2,4,1,4,NA,4,NA,"1"
"CA_pr1_235_5_g",1,1,65,"5",78,"7",4,4,3,4,4,3,3,4,4,3,2,3,3,3,3,3,3,3,4,4,4,3,3,3,"1"
"CA_pr1_239_3_g",1,1,43,"4",56,"5",4,4,2,3,3,4,3,4,4,3,2,2,4,3,2,3,3,3,4,4,3,3,3,3,"1"
"CA_pr1_240_5_g",1,1,67,"6",80,"7",4,4,3,3,3,2,2,3,3,2,4,3,3,4,3,4,4,2,3,3,4,3,4,2,"1"
"CA_pr1_244_3_b",1,0,45,"4",57,"5",2,3,NA,NA,2,2,NA,3,2,NA,2,NA,2,2,2,2,1,2,1,3,2,1,2,2,"1"
"CA_pr1_246_3_b",1,0,42,"4",54,"5",4,2,2,2,4,2,3,NA,4,NA,NA,NA,2,1,2,2,4,3,4,4,4,3,2,2,"1"
"CA_pr1_248_5_b",1,0,68,"6",81,"7",2,2,2,2,3,3,3,2,2,2,1,2,2,4,2,4,4,4,4,4,4,3,3,4,"1"
"CA_pr1_249_6_b",1,0,83,"6",NA,NA,3,NA,2,4,4,2,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"CA_pr1_250_3_g",1,1,46,"4",61,"5",4,4,2,4,3,1,1,4,3,3,3,4,2,3,3,4,3,1,3,2,3,4,NA,1,"1"
"CA_pr1_251_5_b",1,0,64,"5",78,"7",2,1,1,3,2,1,1,2,4,3,NA,NA,1,2,3,3,2,2,2,3,4,NA,3,NA,"1"
"CA_pr1_253_5_b",1,0,68,"6",80,"7",4,2,3,2,2,1,1,3,2,1,1,1,4,4,4,4,2,1,2,4,3,3,3,3,"1"
"CA_pr1_254_6_g",1,1,79,"6",91,"7",3,3,3,4,2,2,2,3,3,2,3,3,3,3,3,3,2,3,2,2,3,3,3,2,"1"
"CA_pr1_255_4_b",1,0,55,"5",67,"6",2,2,3,2,2,2,2,3,2,2,3,1,3,2,2,2,3,3,2,3,2,3,2,2,"1"
"CA_pr1_256_3_g",1,1,45,"4",NA,NA,3,4,2,4,2,2,2,4,4,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"CA_pr1_257_6_g",1,1,80,"6",92,"7",4,3,2,3,4,2,4,4,3,3,3,2,2,4,3,4,4,2,4,4,4,2,1,4,"1"
"CA_pr1_258_3_g",1,1,47,"4",58,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,2,2,2,1,2,2,2,1,"1"
"CA_pr1_259_6_g",1,1,78,"6",90,"7",3,4,4,4,4,3,1,4,3,3,4,3,3,4,4,4,3,4,2,4,3,3,4,3,"1"
"CA_pr1_260_3_g",1,1,45,"4",58,"5",4,1,3,4,2,3,2,4,3,2,2,3,3,2,3,2,4,3,2,4,3,2,3,2,"1"
"CA_pr1_261_3_g",1,1,45,"4",57,"5",3,3,2,3,3,3,3,4,4,3,2,3,3,3,3,2,2,3,3,3,2,2,3,1,"1"
"CA_pr1_262_5_g",1,1,71,"6",83,"7",2,2,1,4,2,1,4,4,2,4,2,1,4,4,4,3,2,4,4,4,4,2,2,1,"1"
"CA_pr1_264_6_g",1,1,83,"6",NA,NA,2,3,3,4,3,2,2,3,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"CA_pr1_266_6_b",1,0,83,"6",NA,NA,4,2,3,2,4,2,3,3,4,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"CA_pr1_267_6_g",1,1,78,"6",91,"7",4,3,2,3,3,3,2,2,3,3,4,2,3,3,3,3,3,2,2,2,3,2,4,1,"1"
"CA_pr1_270_4_g",1,1,51,"4",63,"5",3,2,1,3,2,2,3,3,3,2,2,NA,2,3,1,3,2,1,2,3,3,2,2,1,"1"
"CA_pr1_271_3_b",1,0,47,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"CA_pr1_272_3_b",1,0,47,"4",NA,NA,4,4,2,2,4,4,4,4,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"CA_pr1_273_4_b",1,0,49,"4",61,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,2,2,3,3,3,2,2,2,"1"
"CA_pr1_274_5_b",1,0,67,"6",79,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,3,2,2,3,3,3,3,1,"1"
"GE_pr1_001_4_b",2,0,56,"5",69,"6",2,1,2,1,3,3,1,1,3,2,3,1,4,2,3,2,4,3,3,3,4,2,3,NA,"2"
"GE_pr1_002_3_g",2,1,43,"4",56,"5",2,2,3,3,3,3,2,3,3,3,3,NA,3,3,4,3,2,2,1,2,1,2,2,3,"2"
"GE_pr1_003_4_g",2,1,57,"5",71,"6",NA,2,3,3,4,1,2,3,4,2,2,3,2,4,2,3,3,1,3,3,3,3,3,3,"2"
"GE_pr1_004_4_g",2,1,57,"5",70,"6",3,2,3,2,3,1,1,2,3,2,2,1,2,1,1,2,3,2,1,2,3,NA,NA,1,"2"
"GE_pr1_005_6_b",2,0,80,"6",93,"7",4,2,3,3,3,2,1,2,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_006_4_g",2,1,54,"5",71,"6",3,1,2,1,3,1,2,1,2,NA,1,1,3,3,2,3,2,2,2,2,3,2,2,1,"2"
"GE_pr1_007_4_g",2,1,59,"5",73,"6",2,NA,3,NA,3,2,2,NA,2,2,2,NA,3,2,3,2,3,3,2,1,3,3,2,1,"2"
"GE_pr1_008_3_g",2,1,45,"4",58,"5",3,2,1,2,4,2,2,2,2,1,1,1,2,2,2,2,3,3,2,2,2,NA,3,NA,"2"
"GE_pr1_009_4_b",2,0,55,"5",68,"6",3,2,2,3,4,1,2,3,3,3,3,1,1,3,4,2,3,1,3,NA,3,3,3,1,"2"
"GE_pr1_010_3_g",2,1,42,"4",55,"5",NA,4,3,4,1,3,1,3,1,3,1,3,3,3,3,4,1,1,3,4,2,NA,2,1,"2"
"GE_pr1_011_5_b",2,0,66,"6",79,"7",3,NA,3,3,4,2,NA,1,4,4,4,NA,2,2,2,2,4,3,4,3,4,4,2,2,"2"
"GE_pr1_012_6_g",2,1,78,"6",91,"7",4,2,4,4,4,2,2,2,4,3,3,1,4,3,4,4,4,2,2,4,4,4,4,NA,"2"
"GE_pr1_013_4_b",2,0,54,"5",68,"6",3,2,2,3,4,4,2,3,3,3,2,1,2,2,2,2,3,3,2,3,3,2,3,1,"2"
"GE_pr1_014_4_g",2,1,55,"5",70,"6",4,2,4,3,1,3,2,4,4,2,4,1,3,2,2,1,4,2,1,2,2,4,3,2,"2"
"GE_pr1_015_3_g",2,1,42,"4",56,"5",4,4,2,3,1,1,1,4,2,2,1,3,4,2,1,4,2,1,1,4,1,3,1,3,"2"
"GE_pr1_016_4_g",2,1,58,"5",72,"6",2,3,1,3,1,2,1,3,1,3,3,NA,3,4,2,3,3,1,2,2,2,3,4,3,"2"
"GE_pr1_017_4_b",2,0,57,"5",69,"6",4,2,2,2,1,2,4,4,4,3,4,2,2,NA,3,2,4,2,4,4,4,2,2,2,"2"
"GE_pr1_018_3_b",2,0,45,"4",59,"5",4,1,4,NA,4,3,NA,1,3,2,3,1,3,1,4,1,3,3,2,1,1,2,2,1,"2"
"GE_pr1_019_4_b",2,0,56,"5",70,"6",3,4,2,4,4,2,3,4,4,3,4,3,2,3,3,3,2,2,3,3,3,3,3,3,"2"
"GE_pr1_020_4_g",2,1,54,"5",68,"6",3,1,2,2,3,2,1,2,3,1,3,1,3,2,3,3,3,2,2,3,3,3,3,2,"2"
"GE_pr1_021_3_b",2,0,43,"4",55,"5",3,1,2,1,4,2,3,2,3,2,1,1,3,4,3,3,3,2,4,4,4,3,3,1,"2"
"GE_pr1_022_3_b",2,0,44,"4",56,"5",3,1,1,2,1,3,3,2,3,3,2,1,4,2,2,2,3,3,2,2,2,NA,2,NA,"2"
"GE_pr1_023_3_g",2,1,43,"4",56,"5",3,1,3,2,2,3,3,3,3,NA,2,NA,1,2,3,2,3,1,3,3,3,2,3,1,"2"
"GE_pr1_024_4_g",2,1,56,"5",69,"6",4,3,3,3,4,4,3,4,4,2,3,2,4,4,4,4,2,3,2,4,4,3,2,1,"2"
"GE_pr1_025_6_g",2,1,81,"6",95,"7",3,2,1,3,4,2,1,3,2,2,2,2,3,4,1,4,3,2,1,2,2,3,3,NA,"2"
"GE_pr1_026_4_b",2,0,55,"5",68,"6",3,NA,1,NA,4,4,4,NA,4,NA,1,NA,2,3,1,1,2,NA,1,2,2,NA,NA,NA,"2"
"GE_pr1_027_4_g",2,1,58,"5",70,"6",4,2,NA,4,4,1,3,2,4,4,2,NA,1,4,4,4,2,1,1,1,1,4,2,NA,"2"
"GE_pr1_028_4_g",2,1,57,"5",70,"6",3,3,2,4,3,3,2,2,3,2,2,2,4,4,2,4,4,2,1,2,3,3,3,1,"2"
"GE_pr1_029_6_b",2,1,79,"6",NA,NA,4,4,4,4,4,3,3,3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_030_5_b",2,0,64,"5",77,"6",4,3,2,3,4,2,2,3,4,3,2,1,3,4,2,3,3,2,3,3,3,3,2,2,"2"
"GE_pr1_031_4_g",2,1,56,"5",NA,NA,3,2,3,3,3,2,2,3,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_032_4_b",2,0,57,"5",71,"6",4,3,3,2,4,4,4,2,4,4,4,2,2,1,3,1,3,3,2,3,3,3,3,1,"2"
"GE_pr1_033_5_g",2,1,68,"6",81,"7",4,3,1,4,2,2,2,4,2,3,NA,NA,3,2,1,3,2,2,3,3,3,NA,NA,NA,"2"
"GE_pr1_034_5_b",2,0,61,"5",73,"6",2,4,3,4,4,2,4,4,4,4,4,3,3,3,2,3,4,2,3,4,4,4,4,3,"2"
"GE_pr1_035_3_b",2,0,45,"4",57,"5",3,2,2,2,3,3,3,3,3,NA,2,2,3,2,2,2,3,3,2,2,3,3,2,2,"2"
"GE_pr1_036_5_g",2,1,63,"5",77,"6",3,3,3,2,4,2,1,3,NA,3,2,2,4,4,3,3,3,3,NA,2,1,4,NA,NA,"2"
"GE_pr1_037_6_g",2,1,81,"6",95,"7",3,3,1,3,4,2,3,2,3,3,4,3,2,4,NA,4,3,2,4,2,4,3,4,3,"2"
"GE_pr1_038_4_b",2,0,55,"5",68,"6",3,3,4,4,2,3,2,1,3,4,4,3,2,2,2,3,2,2,2,1,2,2,3,3,"2"
"GE_pr1_039_6_b",2,0,79,"6",92,"7",4,4,2,3,4,2,2,3,4,2,3,2,3,4,2,4,4,3,3,4,4,3,4,3,"2"
"GE_pr1_040_4_g",2,1,56,"5",69,"6",1,2,2,2,4,NA,2,NA,4,2,4,NA,2,NA,3,3,4,2,2,1,2,NA,2,NA,"2"
"GE_pr1_041_6_g",2,1,82,"6",NA,NA,3,3,1,3,4,4,2,4,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_042_4_g",2,1,58,"5",72,"6",3,3,3,3,3,2,2,2,3,3,2,NA,1,1,2,2,2,2,3,2,2,2,3,1,"2"
"GE_pr1_043_4_b",2,0,56,"5",70,"6",4,2,3,2,4,1,1,3,1,3,3,1,3,2,3,4,3,2,3,3,4,4,3,2,"2"
"GE_pr1_044_4_b",2,0,48,"4",62,"5",4,2,3,2,3,2,2,3,3,1,3,2,3,2,2,2,3,3,3,4,4,2,4,2,"2"
"GE_pr1_045_4_b",2,0,55,"5",69,"6",4,3,3,2,3,4,2,4,3,3,2,2,4,2,3,3,3,2,2,1,2,3,4,3,"2"
"GE_pr1_046_4_b",2,0,49,"4",63,"5",2,2,1,2,2,1,1,4,2,1,1,1,2,2,3,2,1,2,2,4,2,2,1,1,"2"
"GE_pr1_047_4_g",2,1,49,"4",62,"5",3,2,1,3,3,2,2,2,4,2,2,1,3,3,2,4,2,2,3,3,4,4,2,3,"2"
"GE_pr1_048_3_g",2,1,46,"4",59,"5",4,4,4,4,4,4,3,3,4,2,3,2,4,3,3,3,3,3,3,3,4,2,3,2,"2"
"GE_pr1_049_4_g",2,1,52,"4",NA,NA,4,3,1,2,3,3,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_050_3_g",2,1,44,"4",NA,NA,4,1,4,1,1,4,4,4,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_051_4_b",2,0,59,"5",72,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,3,4,2,1,2,2,3,1,2,"2"
"GE_pr1_052_4_g",2,1,55,"5",69,"6",3,3,2,3,3,2,3,2,4,3,3,2,2,3,2,3,4,2,2,2,4,4,2,2,"2"
"GE_pr1_053_6_g",2,1,80,"6",94,"7",4,3,1,3,2,3,1,NA,1,NA,3,2,2,2,1,2,2,3,1,1,2,3,2,3,"2"
"GE_pr1_054_5_b",2,0,70,"6",84,"7",3,NA,2,2,3,2,1,2,2,1,3,2,1,2,2,2,3,1,2,2,3,2,3,2,"2"
"GE_pr1_055_4_b",2,0,54,"5",68,"6",4,3,3,4,4,2,3,4,4,3,4,2,3,NA,2,NA,3,3,4,4,3,NA,3,NA,"2"
"GE_pr1_056_3_b",2,0,44,"4",58,"5",4,4,2,3,1,2,3,4,3,2,3,3,2,2,2,4,3,1,4,4,3,3,1,1,"2"
"GE_pr1_057_5_b",2,0,68,"6",81,"7",4,2,1,2,3,2,3,2,3,3,2,1,3,3,3,3,3,4,NA,4,4,NA,3,2,"2"
"GE_pr1_058_4_b",2,0,57,"5",72,"6",3,3,3,4,4,3,3,4,4,3,4,3,3,3,3,3,3,2,2,4,4,3,2,3,"2"
"GE_pr1_059_4_g",2,1,52,"4",65,"5",2,NA,3,3,3,3,2,1,3,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_060_4_b",2,0,49,"4",65,"5",3,1,1,1,2,1,2,1,1,2,2,1,1,1,2,1,2,2,1,3,2,2,2,1,"2"
"GE_pr1_061_4_b",2,0,54,"5",67,"6",4,3,1,3,3,2,1,2,2,1,3,NA,2,2,2,2,3,2,2,3,3,1,1,1,"2"
"GE_pr1_062_5_g",2,1,68,"6",85,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,2,3,1,2,2,3,3,3,"2"
"GE_pr1_063_3_b",2,0,45,"4",58,"5",3,2,1,3,3,2,2,1,4,4,2,3,2,3,2,3,3,2,2,2,3,2,3,NA,"2"
"GE_pr1_064_3_g",2,1,44,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_065_4_g",2,1,51,"4",64,"5",3,2,3,2,3,2,3,3,3,3,3,2,2,3,2,3,2,1,4,3,4,3,2,2,"2"
"GE_pr1_066_5_b",2,0,67,"6",NA,NA,3,3,2,2,3,2,2,2,3,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_067_4_b",2,0,57,"5",70,"6",4,3,3,3,4,2,2,2,3,NA,3,NA,2,3,3,3,3,2,1,3,3,3,3,2,"2"
"GE_pr1_068_4_g",2,1,52,"4",67,"6",3,2,1,3,4,1,2,3,3,3,3,2,2,3,2,3,3,2,1,4,4,3,3,2,"2"
"GE_pr1_069_4_b",2,0,54,"5",NA,NA,4,3,3,4,4,3,4,3,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_070_4_g",2,1,50,"4",63,"5",4,3,1,3,4,1,2,4,4,3,3,2,4,4,1,4,2,3,3,4,4,4,3,3,"2"
"GE_pr1_071_4_g",2,1,52,"4",65,"5",4,2,3,3,2,3,1,NA,2,3,3,1,3,2,3,3,3,3,2,1,2,3,3,2,"2"
"GE_pr1_072_4_g",2,1,49,"4",63,"5",3,2,NA,3,3,1,2,1,2,NA,1,2,3,3,3,3,2,1,3,3,4,2,4,2,"2"
"GE_pr1_073_3_g",2,1,45,"4",58,"5",3,2,2,4,4,2,3,4,3,NA,2,3,3,2,3,3,4,3,4,4,3,3,NA,1,"2"
"GE_pr1_074_5_g",2,1,69,"6",82,"7",3,3,3,3,3,3,2,2,3,2,2,2,3,2,2,2,3,3,3,3,3,2,3,2,"2"
"GE_pr1_075_4_g",2,1,52,"4",67,"6",4,4,2,4,4,2,4,4,4,4,4,3,2,3,3,4,2,2,1,1,4,3,4,3,"2"
"GE_pr1_076_4_g",2,1,58,"5",71,"6",4,3,4,3,4,3,2,2,3,3,1,1,4,1,2,1,2,4,NA,4,4,4,4,1,"2"
"GE_pr1_077_4_b",2,0,55,"5",67,"6",3,1,NA,4,4,3,2,2,3,NA,NA,3,2,2,2,1,2,1,4,1,2,1,3,1,"2"
"GE_pr1_078_4_g",2,1,57,"5",70,"6",4,2,3,3,3,3,3,NA,4,NA,3,3,2,2,4,3,3,2,3,3,4,3,3,2,"2"
"GE_pr1_079_5_b",2,0,66,"6",NA,NA,3,NA,2,NA,3,2,NA,1,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_080_5_b",2,0,60,"5",72,"6",3,2,2,3,3,3,2,2,3,2,2,2,3,2,2,3,2,2,3,3,4,2,2,3,"2"
"GE_pr1_081_4_b",2,0,58,"5",77,"6",3,2,3,3,4,3,2,2,4,3,2,3,4,2,3,2,2,1,3,1,3,NA,3,1,"2"
"GE_pr1_082_4_g",2,1,54,"5",68,"6",2,3,1,3,4,2,2,NA,NA,NA,2,1,2,NA,2,NA,3,2,1,3,4,NA,1,NA,"2"
"GE_pr1_083_3_b",2,0,47,"4",60,"5",4,3,2,2,4,2,3,1,4,3,1,2,3,3,3,3,3,3,2,1,4,NA,4,1,"2"
"GE_pr1_084_5_g",2,1,64,"5",80,"7",4,3,4,4,1,4,2,4,3,3,4,3,2,1,1,3,4,4,4,4,4,4,2,1,"2"
"GE_pr1_085_4_g",2,1,57,"5",70,"6",2,1,3,1,4,NA,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_086_3_g",2,1,47,"4",NA,NA,3,3,1,4,1,2,4,4,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_087_5_g",2,1,60,"5",75,"6",3,2,3,3,3,2,2,2,3,2,4,1,3,2,3,2,3,2,1,3,3,1,3,2,"2"
"GE_pr1_088_4_b",2,0,54,"5",67,"6",2,3,2,3,3,2,4,3,2,2,2,NA,2,1,2,3,2,1,1,4,3,NA,3,NA,"2"
"GE_pr1_089_6_g",2,1,73,"6",NA,NA,3,3,2,3,3,3,1,1,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_090_3_g",2,1,45,"4",59,"5",3,1,2,3,3,2,NA,3,3,2,4,1,3,2,3,3,3,2,2,3,3,3,4,2,"2"
"GE_pr1_091_5_b",2,0,63,"5",76,"6",4,3,4,4,3,2,2,3,4,3,3,1,3,3,4,3,3,3,3,3,4,4,4,2,"2"
"GE_pr1_092_3_g",2,1,47,"4",61,"5",2,3,3,4,1,2,3,2,3,2,3,3,2,4,2,4,2,2,2,1,4,3,3,3,"2"
"GE_pr1_093_3_b",2,0,46,"4",60,"5",4,2,1,2,4,1,2,2,3,2,NA,3,2,3,2,3,3,1,2,2,3,2,3,2,"2"
"GE_pr1_094_4_g",2,1,54,"5",66,"6",2,3,3,4,4,2,3,2,3,3,1,2,3,3,3,4,2,2,3,4,4,3,2,4,"2"
"GE_pr1_095_5_b",2,0,69,"6",NA,NA,4,3,3,3,3,1,2,2,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_096_3_g",2,1,44,"4",57,"5",4,2,4,3,3,3,1,2,3,1,2,3,3,4,3,3,4,2,1,2,3,3,3,NA,"2"
"GE_pr1_097_4_b",2,0,49,"4",62,"5",3,NA,3,3,4,3,3,NA,4,NA,2,NA,3,NA,3,NA,3,2,3,1,3,NA,3,NA,"2"
"GE_pr1_098_4_g",2,1,48,"4",61,"5",4,3,2,2,4,2,2,2,4,3,4,1,2,4,3,3,4,2,3,4,3,4,4,1,"2"
"GE_pr1_099_6_g",2,1,77,"6",89,"7",3,2,4,1,3,3,1,2,3,2,3,2,3,3,2,3,4,2,2,3,2,3,3,3,"2"
"GE_pr1_100_4_g",2,1,56,"5",69,"6",2,3,4,2,2,3,2,3,2,2,3,NA,3,2,3,2,3,3,2,2,2,3,3,2,"2"
"GE_pr1_102_4_b",2,0,49,"4",61,"5",NA,2,4,2,4,3,2,3,4,4,2,NA,2,NA,3,3,3,4,NA,NA,4,NA,2,2,"2"
"GE_pr1_103_5_b",2,0,63,"5",75,"6",4,2,3,1,4,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_104_6_b",2,0,79,"6",91,"7",3,3,2,4,3,2,1,3,4,NA,2,NA,2,4,1,4,2,1,2,3,2,2,3,NA,"2"
"GE_pr1_105_5_g",2,1,60,"5",NA,NA,1,2,1,2,2,1,1,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_106_6_b",2,0,73,"6",87,"7",3,2,2,2,3,2,2,2,2,2,3,2,4,2,1,2,3,3,3,3,3,NA,3,2,"2"
"GE_pr1_107_5_b",2,0,60,"5",74,"6",4,3,1,4,3,2,3,2,4,2,1,NA,3,4,3,4,3,2,3,3,4,4,3,2,"2"
"GE_pr1_108_5_g",2,1,62,"5",75,"6",4,4,2,4,3,4,3,4,3,3,3,4,4,4,1,3,2,3,2,4,3,3,3,3,"2"
"GE_pr1_109_4_g",2,1,52,"4",65,"5",2,2,3,2,3,3,4,2,3,2,1,1,3,2,1,2,3,3,3,3,4,2,3,1,"2"
"GE_pr1_110_6_g",2,1,74,"6",87,"7",3,3,2,3,2,1,2,3,3,2,2,2,3,3,2,4,2,2,1,2,2,2,2,1,"2"
"GE_pr1_111_4_g",2,1,52,"4",64,"5",4,3,3,4,1,3,3,3,3,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_112_5_g",2,1,70,"6",NA,NA,4,2,2,2,4,1,4,3,3,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_113_4_b",2,0,50,"4",65,"5",4,3,1,2,3,4,1,3,2,2,3,NA,3,NA,2,2,3,4,3,2,3,4,3,2,"2"
"GE_pr1_114_4_b",2,0,51,"4",NA,NA,2,3,3,2,3,2,2,4,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_115_4_b",2,0,48,"4",61,"5",4,NA,4,4,4,2,4,NA,4,4,2,4,3,1,4,4,4,1,2,NA,4,4,1,2,"2"
"GE_pr1_117_4_b",2,0,51,"4",65,"5",3,2,2,3,3,2,1,2,2,3,3,2,2,2,2,2,3,1,2,1,3,2,3,2,"2"
"GE_pr1_118_4_b",2,0,58,"5",NA,NA,3,3,2,2,3,2,2,2,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_119_4_b",2,0,50,"4",63,"5",3,3,2,3,2,3,1,3,3,3,3,2,3,3,2,3,3,2,2,2,3,3,3,1,"2"
"GE_pr1_120_4_g",2,1,59,"5",71,"6",3,3,2,3,1,2,2,2,3,2,3,2,2,3,3,4,3,2,2,2,2,3,3,2,"2"
"GE_pr1_121_6_b",2,0,74,"6",88,"7",3,2,2,3,2,1,1,3,NA,3,3,NA,2,2,3,2,3,1,1,3,1,NA,4,1,"2"
"GE_pr1_122_5_g",2,1,62,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_123_4_b",2,0,58,"5",71,"6",3,2,2,1,3,3,1,NA,3,3,3,NA,2,3,2,3,3,2,1,NA,3,3,3,2,"2"
"GE_pr1_124_4_b",2,0,52,"4",66,"6",4,3,3,4,2,3,2,1,3,3,3,3,4,4,3,4,3,3,3,4,3,3,3,3,"2"
"GE_pr1_125_4_g",2,1,53,"4",69,"6",3,2,2,3,4,2,2,3,2,NA,3,3,2,2,3,2,3,1,2,1,3,NA,4,1,"2"
