1,1,1,47,"4",60,"5",5,3,2,3,3,3,3,4,5,3,4,3,4,4,2,3,3,3,3,4,3,4,3,3
2,1,0,68,"6",81,"7",5,2,3,2,3,3,3,4,4,2,3,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3,1,1,81,"6",94,"7",4,4,3,4,3,3,3,3,3,5,4,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
4,1,1,57,"5",71,"6",5,4,3,4,4,3,5,4,5,4,3,3,4,3,3,3,4,3,3,5,3,3,4,3
5,1,0,77,"6",90,"7",5,5,2,5,3,2,1,5,3,3,3,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
6,1,0,49,"4",62,"5",3,5,3,5,4,3,3,5,5,4,3,3,4,5,2,4,4,4,3,4,4,5,2,3
7,1,1,55,"5",67,"6",4,5,3,4,4,5,4,5,4,4,3,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
8,1,0,80,"6",93,"7",5,4,3,4,5,4,3,5,4,4,3,4,5,5,3,4,4,4,4,5,5,4,4,4
9,1,1,91,"6",-999,-999,5,4,4,5,4,4,3,4,4,4,4,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
10,1,0,44,"4",60,"5",3,2,3,3,4,3,3,4,4,3,4,2,4,3,2,3,3,3,3,4,4,4,3,3
11,1,1,76,"6",92,"7",4,3,4,3,5,3,5,5,4,4,4,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12,1,1,67,"6",80,"7",4,4,3,5,4,3,3,-999,3,4,4,3,4,4,3,3,4,4,3,3,4,4,4,5
13,1,0,43,"4",55,"5",3,2,3,3,5,3,3,5,4,3,4,2,2,3,3,2,3,3,2,4,3,2,4,2
14,1,1,58,"5",71,"6",5,4,3,4,3,3,2,4,3,3,4,3,3,3,4,4,4,2,4,4,4,3,4,3
15,1,1,88,"6",101,"7",5,4,3,4,3,2,2,4,3,5,4,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
16,1,1,73,"6",86,"7",2,4,2,4,4,3,3,3,4,3,3,3,3,3,4,3,4,3,3,4,3,4,4,3
17,1,0,66,"6",81,"7",5,4,3,4,5,4,3,5,4,3,5,3,5,4,5,3,4,4,4,5,5,5,5,4
18,1,1,52,"4",65,"5",5,3,3,4,4,2,2,4,4,5,2,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
19,1,0,52,"4",65,"5",5,3,4,4,2,5,3,5,4,3,2,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
20,1,0,61,"5",73,"6",3,-999,3,3,4,3,2,5,5,-999,4,-999,3,-999,3,2,3,3,4,4,5,-999,2,-999
21,1,1,77,"6",94,"7",5,3,5,4,5,5,5,5,5,4,5,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
22,1,0,46,"4",63,"5",5,4,4,5,4,5,3,5,4,5,5,4,3,4,4,2,2,3,2,5,3,4,4,1
23,1,1,67,"6",80,"7",4,3,4,5,5,2,2,3,4,5,3,-999,2,4,3,4,3,1,1,2,4,5,3,-999
24,1,0,55,"5",67,"6",5,5,4,4,3,5,4,5,5,5,5,3,4,5,4,3,4,4,5,5,5,4,5,4
25,1,1,57,"5",-999,-999,4,3,5,2,3,4,3,2,5,-999,5,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
26,1,0,69,"6",83,"7",5,3,4,4,5,2,3,5,4,3,4,4,3,4,2,4,4,3,2,4,3,-999,4,3
27,1,0,77,"6",90,"7",5,5,4,3,4,4,4,3,3,3,-999,2,4,4,1,3,3,3,3,5,4,3,4,2
28,1,1,49,"4",64,"5",4,3,5,3,3,5,2,3,3,3,4,-999,4,2,4,2,4,4,4,3,5,3,5,-999
29,1,1,58,"5",71,"6",4,4,4,4,5,4,4,5,5,4,3,4,4,5,5,4,4,4,4,4,5,5,2,5
30,1,1,81,"6",93,"7",5,5,2,5,1,5,5,5,5,4,5,4,5,5,3,3,5,4,5,5,5,4,5,3
31,1,1,42,"4",55,"5",4,5,3,5,2,4,2,3,3,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
32,1,0,45,"4",59,"5",4,4,4,3,-999,4,3,3,3,-999,3,-999,3,4,3,3,2,3,2,4,3,4,3,4
33,1,0,55,"5",68,"6",3,-999,-999,5,1,5,3,5,3,-999,-999,-999,4,2,3,2,5,5,4,5,4,3,4,1
34,1,1,61,"5",76,"6",5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,3,3,4,4,5,5,5,-999,3
35,1,0,45,"4",59,"5",3,4,2,3,4,3,3,3,4,-999,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
36,1,0,68,"6",80,"7",4,3,4,4,5,2,2,3,2,-999,4,3,4,4,2,3,4,3,3,3,3,3,3,4
